Name,Artist,Album,Track Number
Sleepy Dinosaur,Flying Lotus,Los Angeles,12
RobertaFlack (feat. Dolly),Flying Lotus,Los Angeles,13
SexSlaveShip,Flying Lotus,Los Angeles,14
Auntie's Harp,Flying Lotus,Los Angeles,15
Testament (feat. Gonja Sufi),Flying Lotus,Los Angeles,16
Auntie's Lock/Infinitum (feat. Laura Darlington),Flying Lotus,Los Angeles,17
In My Little Thatched Hut,The Fiery Furnaces,Bitter Tea,1
I'm in No Mood,The Fiery Furnaces,Bitter Tea,2
Black-Hearted Boy,The Fiery Furnaces,Bitter Tea,3
Bitter Tea,The Fiery Furnaces,Bitter Tea,4
Teach Me Sweetheart,The Fiery Furnaces,Bitter Tea,5
I'm Waiting to Know You,The Fiery Furnaces,Bitter Tea,6
The Vietnamese Telephone Ministry,The Fiery Furnaces,Bitter Tea,7
Oh Sweet Woods,The Fiery Furnaces,Bitter Tea,8
Borneo,The Fiery Furnaces,Bitter Tea,9
Police Sweater Blood Vow,The Fiery Furnaces,Bitter Tea,10
Nevers,The Fiery Furnaces,Bitter Tea,11
Benton Harbor Blues,The Fiery Furnaces,Bitter Tea,12
Whistle Rhapsody,The Fiery Furnaces,Bitter Tea,13
Nevers-Remix,The Fiery Furnaces,Bitter Tea,14
Benton Harbor Blues - Again,The Fiery Furnaces,Bitter Tea,15
"Variations On A Theme of Chopin, Op. 22",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",1
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Tema: Vivace",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",2
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 1: Alla marcia maestoso",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",3
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 2: Poco allegro",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",4
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 3: L’istesso tempo",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",5
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 4: Un poco più vivace",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",6
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 5: Allegro vivace",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",7
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 6: Allegro ma non troppo e serioso",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",8
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 7: Un poco più allegro",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",9
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 8: Poco vivace",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",10
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 9: Allegro pesante e risoluto",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",11
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 10: Presto",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",12
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 11: Allegretto",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",13
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 12: Un poco più moto",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",14
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 13: Vivace",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",15
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 14: Grave e maestoso",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",16
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 15: Presto scherzando",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",17
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 16: Allegro",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",18
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 17: Allegro",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",19
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 18: Poco moderato",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",20
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 19: Presto",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",21
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 20: Andante",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",22
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 21: Allegro con brio – Meno allegro – Tempo primo",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",23
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 22: Allegro molto, alla ‘Notte e giorno faticar’ di Mozart",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",24
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 23: Allegro assai",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",25
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 24: Fughetta (Andante)",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",26
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 25: Allegro",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",27
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 26: (Piacevole)",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",28
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 27: Vivace",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",29
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 28: Allegro",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",30
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 29: Adagio ma non troppo",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",31
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 30: Andante, sempre cantabile",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",32
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 31: Largo, molto espressivo",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",33
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 32: Fuga: Allegro",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",34
"Thirty Three Variations On A Waltz By Diabelli, Op. 120: Variation 33: Tempo di Menuetto moderato",Frédéric Chopin,"Rachmaninoff: Variations On A Theme Of Chopin, Beethoven: Thirty Three Variations On A Waltz By Diabelli",35
Offspring Are Blank,Dirty Projectors,Swing Lo Magellan,1
About To Die,Dirty Projectors,Swing Lo Magellan,2
Gu Has No Trigger,Dirty Projectors,Swing Lo Magellan,3
Swing Lo Magellan,Dirty Projectors,Swing Lo Magellan,4
Just from Chevron,Dirty Projectors,Swing Lo Magellan,5
Dance for You,Dirty Projectors,Swing Lo Magellan,6
Maybe That Was It,Dirty Projectors,Swing Lo Magellan,7
Impregnable Question,Dirty Projectors,Swing Lo Magellan,8
See What She Seeing,Dirty Projectors,Swing Lo Magellan,9
The Socialites,Dirty Projectors,Swing Lo Magellan,10
Unto Caesar,Dirty Projectors,Swing Lo Magellan,11
Irresponsible Tune,Dirty Projectors,Swing Lo Magellan,12
Abducted,Cults,Cults,1
Go Outside,Cults,Cults,2
You Know What I Mean,Cults,Cults,3
Most Wanted,Cults,Cults,4
Walk At Night,Cults,Cults,5
Never Heal Myself,Cults,Cults,6
Oh My God,Cults,Cults,7
Never Saw The Point,Cults,Cults,8
Bad Things,Cults,Cults,9
Bumper,Cults,Cults,10
Rave On,Cults,Cults,11
Prelude,Kavinsky,OutRun,1
Blizzard,Kavinsky,OutRun,2
ProtoVision,Kavinsky,OutRun,3
Odd Look,Kavinsky,OutRun,4
Rampage,Kavinsky,OutRun,5
Suburbia,Kavinsky,OutRun,6
Testarossa Autodrive,Kavinsky,OutRun,7
Nightcall,Kavinsky,OutRun,8
Deadcruiser,Kavinsky,OutRun,9
Grand Canyon,Kavinsky,OutRun,10
First Blood,Kavinsky,OutRun,11
Roadgame,Kavinsky,OutRun,12
Endless,Kavinsky,OutRun,13
Are You Sure Hank Done It This Way (Remastered),Waylon Jennings,Dreaming My Dreams,1
Waymore's Blues,Waylon Jennings,Dreaming My Dreams,2
I Recall a Gypsy Woman (Remastered),Waylon Jennings,Dreaming My Dreams,3
High Time (You Quit Your Lowdown Ways) (Remastered),Waylon Jennings,Dreaming My Dreams,4
I've Been a Long Time Leaving (But I'll Be a Long Time Gone) (Remastered),Waylon Jennings,Dreaming My Dreams,5
Let's All Help the Cowboys (Sing the Blues) (Remastered),Waylon Jennings,Dreaming My Dreams,6
The Door Is Always Open (Remastered),Waylon Jennings,Dreaming My Dreams,7
Let's Turn Back the Years (Remastered),Waylon Jennings,Dreaming My Dreams,8
She's Looking Good (Remastered),Waylon Jennings,Dreaming My Dreams,9
Dreaming My Dreams with You (Remastered),Waylon Jennings,Dreaming My Dreams,10
Bob Wills Is Still the King (Live),Waylon Jennings,Dreaming My Dreams,11
"All Around Cowboy (Buddha remastered August, 2001)",Waylon Jennings,Dreaming My Dreams,12
"Ride Me Down Easy (Buddha remastered August, 2001)",Waylon Jennings,Dreaming My Dreams,13
Plant Lilies at My Head,Tropic Of Cancer,Restless Idylls,1
Court of Devotion,Tropic Of Cancer,Restless Idylls,2
Hardest Day,Tropic Of Cancer,Restless Idylls,3
Children of a Lesser God,Tropic Of Cancer,Restless Idylls,4
More Alone (Album Version),Tropic Of Cancer,Restless Idylls,5
The Seasons Won't Change (And Neither Will You),Tropic Of Cancer,Restless Idylls,6
Wake the Night,Tropic Of Cancer,Restless Idylls,7
Rites of the Wild,Tropic Of Cancer,Restless Idylls,8
Fidelio (Ouvertüre),London Symphony Orchestra,Beethoven: Fidelio,1
"Fidelio (Jetzt, Schätzchen)",London Symphony Orchestra,Beethoven: Fidelio,2
Fidelio: Der arme Jaquino (Der arme Jaquino),London Symphony Orchestra,Beethoven: Fidelio,3
Fidelio (O wär’ ich schon mit dir vereint),London Symphony Orchestra,Beethoven: Fidelio,4
Fidelio (Ist Fidelio noch nicht zurück gekommen?),London Symphony Orchestra,Beethoven: Fidelio,5
Fidelio: Mir ist so wunderbar (Mir ist so wunderbar),London Symphony Orchestra,Beethoven: Fidelio,6
"Fidelio (Höre, Fidelio)",London Symphony Orchestra,Beethoven: Fidelio,7
Fidelio: Hat man nicht auch Gold beineben (Hat man nicht auch Gold beineben),London Symphony Orchestra,Beethoven: Fidelio,8
Fidelio (Ihr könnt das leicht sagen),London Symphony Orchestra,Beethoven: Fidelio,9
"Fidelio (Gut, Söhnchen, gut)",London Symphony Orchestra,Beethoven: Fidelio,10
Fidelio: Marsch (Marsch),London Symphony Orchestra,Beethoven: Fidelio,11
Fidelio: Drei Schildwachen auf den Wall (Drei Schildwachen auf den Wall),London Symphony Orchestra,Beethoven: Fidelio,12
Fidelio (Ha! Welch’ ein Augenblick!),London Symphony Orchestra,Beethoven: Fidelio,13
Fidelio: Hauptmann (Hauptmann),London Symphony Orchestra,Beethoven: Fidelio,14
"Fidelio: Jetzt, Alter, jetzt hat es Eile! (Jetzt, Alter, jetzt hat es Eile!)",London Symphony Orchestra,Beethoven: Fidelio,15
Fidelio: Abscheulicher! Wo eilst du hin? (Abscheulicher! Wo eilst du hin?),London Symphony Orchestra,Beethoven: Fidelio,16
"Fidelio: Rocco, ich ersuchte euch schon (Rocco, ich ersuchte euch schon)",London Symphony Orchestra,Beethoven: Fidelio,17
Fidelio: O welche Lust! (O welche Lust!),London Symphony Orchestra,Beethoven: Fidelio,18
"Fidelio (Nun sprecht, wie ging’s?)",London Symphony Orchestra,Beethoven: Fidelio,19
"Fidelio: Leb wohl, du warmes Sonnenlicht (Leb wohl, du warmes Sonnenlicht)",London Symphony Orchestra,Beethoven: Fidelio,20
Fidelio: Introduktion (Introduktion),London Symphony Orchestra,Beethoven: Fidelio,21
Fidelio: Gott! Welch Dunkel hier! (Gott! Welch Dunkel hier!),London Symphony Orchestra,Beethoven: Fidelio,22
Fidelio: Wie kalt ist es (Wie kalt ist es),London Symphony Orchestra,Beethoven: Fidelio,23
Fidelio: Er erwacht! (Er erwacht!),London Symphony Orchestra,Beethoven: Fidelio,24
Fidelio (Euch werde Lohn in besser’n Welten),London Symphony Orchestra,Beethoven: Fidelio,25
Fidelio: Alles ist bereit (Alles ist bereit),London Symphony Orchestra,Beethoven: Fidelio,26
Fidelio: Er sterbe! (Er sterbe!),London Symphony Orchestra,Beethoven: Fidelio,27
"Fidelio: O, meine Leonore (O, meine Leonore)",London Symphony Orchestra,Beethoven: Fidelio,28
Fidelio: O namenlose Freude! (O namenlose Freude!),London Symphony Orchestra,Beethoven: Fidelio,29
Fidelio: Heil sei dem Tag (Heil sei dem Tag),London Symphony Orchestra,Beethoven: Fidelio,30
Fidelio: O Gott! (O Gott!),London Symphony Orchestra,Beethoven: Fidelio,31
Fidelio: Wer ein holdes Weib errungen (Wer ein holdes Weib errungen),London Symphony Orchestra,Beethoven: Fidelio,32
This Little Girl Of Mine (1958 #4Country; 26Pop Billboard chart hit),The Everly Brothers,"""They're Off And Rolling"" Says Archie",1
Maybe Tomorrow,The Everly Brothers,"""They're Off And Rolling"" Says Archie",2
Bye Bye Love (1957 #1Country; #2Pop Billboard chart hit;#6UK),The Everly Brothers,"""They're Off And Rolling"" Says Archie",3
Brand New Heartache,The Everly Brothers,"""They're Off And Rolling"" Says Archie",4
Keep A-Knockin',The Everly Brothers,"""They're Off And Rolling"" Says Archie",5
Be-Bop-A-Lula (1960 #74 Billboard chart hit),The Everly Brothers,"""They're Off And Rolling"" Says Archie",6
Rip It Up,The Everly Brothers,"""They're Off And Rolling"" Says Archie",7
I Wonder If I Care As Much,The Everly Brothers,"""They're Off And Rolling"" Says Archie",8
Wake Up Little Susie (1957 #1Pop; #1Country Billboard chart hit; #2UK),The Everly Brothers,"""They're Off And Rolling"" Says Archie",9
Leave My Woman Alone,The Everly Brothers,"""They're Off And Rolling"" Says Archie",10
Should We Tell Him (1958 #10Country Billboard chart hit),The Everly Brothers,"""They're Off And Rolling"" Says Archie",11
Impersonator,Majical Cloudz,Impersonator,1
This is Magic,Majical Cloudz,Impersonator,2
Childhood’s End,Majical Cloudz,Impersonator,3
I Do Sing For You,Majical Cloudz,Impersonator,4
Mister,Majical Cloudz,Impersonator,5
Turns Turns Turns,Majical Cloudz,Impersonator,6
Silver Rings,Majical Cloudz,Impersonator,7
Illusion,Majical Cloudz,Impersonator,8
Bugs Don’t Buzz,Majical Cloudz,Impersonator,9
Notebook,Majical Cloudz,Impersonator,10
Doralice,"Stan Getz, João Gilberto",Getz/Gilberto,2
Para Machuchar Meu Coracao,"Stan Getz, João Gilberto",Getz/Gilberto,3
Desafinado,"Stan Getz, João Gilberto",Getz/Gilberto,4
Corcovado,"Stan Getz, João Gilberto",Getz/Gilberto,5
Só Danço Samba,"Stan Getz, João Gilberto",Getz/Gilberto,6
O Grande Amor,"Stan Getz, João Gilberto",Getz/Gilberto,7
Vivo Sonhando,"Stan Getz, João Gilberto",Getz/Gilberto,8
Mama Tried (2006 Digital Remaster),Merle Haggard,Mama Tried/ Pride In What I Am,1
Green Green Grass Of Home (2006 Digital Remaster),Merle Haggard,Mama Tried/ Pride In What I Am,2
Little Ole Wine Drinker Me (2006 Digital Remaster),Merle Haggard,Mama Tried/ Pride In What I Am,3
In The Good Old Days (When Times Were Bad) (2006 Digital Remaster),Merle Haggard,Mama Tried/ Pride In What I Am,4
I Could Have Gone Right (2006 Digital Remaster),Merle Haggard,Mama Tried/ Pride In What I Am,5
I'll Always Know (2006 Digital Remaster),Merle Haggard,Mama Tried/ Pride In What I Am,6
The Sunny Side Of My Life (2006 Digital Remaster),Merle Haggard,Mama Tried/ Pride In What I Am,7
Teach Me To Forget (2006 Digital Remaster),Merle Haggard,Mama Tried/ Pride In What I Am,8
Folsom Prison Blues (2006 Digital Remaster),Merle Haggard,Mama Tried/ Pride In What I Am,9
Run 'Em Off (2006 Digital Remaster),Merle Haggard,Mama Tried/ Pride In What I Am,10
You'll Never Love Me Now (2006 Digital Remaster),Merle Haggard,Mama Tried/ Pride In What I Am,11
Too Many Bridges To Cross Over (2006 Digital Remaster),Merle Haggard,Mama Tried/ Pride In What I Am,12
I'm Looking For My Mind,Merle Haggard,Mama Tried/ Pride In What I Am,13
You're Not Home Yet,Merle Haggard,Mama Tried/ Pride In What I Am,14
I Take A Lot Of Pride In What I Am (24-Bit Digitally Remastered 05),Merle Haggard,Mama Tried/ Pride In What I Am,15
Who'll Buy The Wine (24-Bit Digitally Remastered 05),Merle Haggard,Mama Tried/ Pride In What I Am,16
The Day The Rains Came (24-Bit Digitally Remastered 05),Merle Haggard,Mama Tried/ Pride In What I Am,17
It Meant Goodbye To Me When You Said Hello To Him (24-Bit Digitally Remastered 05),Merle Haggard,Mama Tried/ Pride In What I Am,18
I Can't Hold Myself In Line (24-Bit Digitally Remastered 05),Merle Haggard,Mama Tried/ Pride In What I Am,19
I'm Bringin' Home Good News (24-Bit Digitally Remastered 05),Merle Haggard,Mama Tried/ Pride In What I Am,20
Keep Me From Cryin' Today (24-Bit Digitally Remastered 05),Merle Haggard,Mama Tried/ Pride In What I Am,21
I Just Want To Look At You One More Time (24-Bit Digitally Remastered 05),Merle Haggard,Mama Tried/ Pride In What I Am,22
Somewhere On Skid Row (24-Bit Digitally Remastered 05),Merle Haggard,Mama Tried/ Pride In What I Am,23
